,prénom,nom,poste,équipe,championnat
1255,Luca,Ranieri,Centre-Back,ACF Fiorentina,Serie A
1256,Cristiano,Biraghi,Left-Back,ACF Fiorentina,Serie A
1257,Pietro,Comuzzo,Centre-Back,ACF Fiorentina,Serie A
1258,Matias,Moreno,Centre-Back,ACF Fiorentina,Serie A
1259,Michael,Kayode,Right-Back,ACF Fiorentina,Serie A
1260,Lucas,Martinez Quarta,Centre-Back,ACF Fiorentina,Serie A
1261,Amir,Richardson,Central Midfield,ACF Fiorentina,Serie A
1262,Edoardo,Bove,Central Midfield,ACF Fiorentina,Serie A
1263,Fabiano,Parisi,Left-Back,ACF Fiorentina,Serie A
1264,Lucas,Beltran,Centre-Forward,ACF Fiorentina,Serie A
1265,Maty,Ryan,Goalkeeper,AS Roma,Serie A
1266,Mile,Svilar,Goalkeeper,AS Roma,Serie A
1267,Renato,Marin,Goalkeeper,AS Roma,Serie A
1268,Buba,,Defence,AS Roma,Serie A
1269,Federico,Nardin,Defence,AS Roma,Serie A
1270,Paulo,Dybala,Offence,AS Roma,Serie A
1271,Mattia,Mannini,Right-Back,AS Roma,Serie A
1272,Niccolo,Pisilli,Central Midfield,AS Roma,Serie A
1273,Samuel,Dahl,Left-Back,AS Roma,Serie A
1274,Matias,Soule,Right Winger,AS Roma,Serie A
1275,Tommaso,Baldanzi,Attacking Midfield,AS Roma,Serie A
1276,Nicola,Zalewski,Left Midfield,AS Roma,Serie A
1277,Saud,Abdulhamid,Right-Back,AS Roma,Serie A
1278,Kouadio,Kone,Central Midfield,AS Roma,Serie A
1279,Enzo,Le Fee,Central Midfield,AS Roma,Serie A
1280,Eldor,Shomurodov,Centre-Forward,AS Roma,Serie A
1281,Mario,Hermoso,Centre-Back,AS Roma,Serie A
1282,Zeki,Celik,Right-Back,AS Roma,Serie A
1283,Artem,Dovbyk,Centre-Forward,AS Roma,Serie A
1284,Alexis,Saelemaekers,Right Winger,AS Roma,Serie A
1285,Angelino,,Left-Back,AS Roma,Serie A
1286,Leandro,Paredes,Defensive Midfield,AS Roma,Serie A
1287,Bryan,Cristante,Defensive Midfield,AS Roma,Serie A
1288,Gianluca,Mancini,Centre-Back,AS Roma,Serie A
1289,Stephan,El Shaarawy,Left Winger,AS Roma,Serie A
1290,Lorenzo,Pellegrini,Attacking Midfield,AS Roma,Serie A
1291,Evan,N'Dicka,Centre-Back,AS Roma,Serie A
1292,Mats,Hummels,Centre-Back,AS Roma,Serie A
1293,Francesco,Rossi,Goalkeeper,Atalanta BC,Serie A
1294,Rui,Patricio,Goalkeeper,Atalanta BC,Serie A
1295,Marco,Carnesecchi,Goalkeeper,Atalanta BC,Serie A
1296,Lorenzo,Bernasconi,Defence,Atalanta BC,Serie A
1297,Pietro,Tornaghi,Defence,Atalanta BC,Serie A
1298,Ederson,,Midfield,Atalanta BC,Serie A
1299,Federico,Cassa,Midfield,Atalanta BC,Serie A
1300,Lorenzo,Riccio,Midfield,Atalanta BC,Serie A
1301,Ademola,Lookman,Offence,Atalanta BC,Serie A
1302,Vanja,Vlahovic,Offence,Atalanta BC,Serie A
1303,Dominic,Vavassori,Offence,Atalanta BC,Serie A
1304,Charles,De Ketelaere,Attacking Midfield,Atalanta BC,Serie A
1305,Marco,Brescianini,Central Midfield,Atalanta BC,Serie A
1306,Viktor,Kovalenko,Attacking Midfield,Atalanta BC,Serie A
1307,Mateo,Retegui,Centre-Forward,Atalanta BC,Serie A
1308,Davide,Zappacosta,Right Midfield,Atalanta BC,Serie A
1309,Sead,Kolasinac,Centre-Back,Atalanta BC,Serie A
1310,Ben,Godfrey,Centre-Back,Atalanta BC,Serie A
1311,Mario,Pasalic,Central Midfield,Atalanta BC,Serie A
1312,Gianluca,Scamacca,Centre-Forward,Atalanta BC,Serie A
1313,Juan,Cuadrado,Right Midfield,Atalanta BC,Serie A
1314,Nicolo,Zaniolo,Attacking Midfield,Atalanta BC,Serie A
1315,Marten,de Roon,Defensive Midfield,Atalanta BC,Serie A
1316,Rafael,Toloi,Centre-Back,Atalanta BC,Serie A
1317,Raoul,Bellanova,Right-Back,Atalanta BC,Serie A
1318,Pietro,Comi,Centre-Back,Atalanta BC,Serie A
1319,Alberto,Manzoni,Central Midfield,Atalanta BC,Serie A
1320,Tommaso,Del Lungo,Centre-Back,Atalanta BC,Serie A
1321,Marco,Palestra,Right-Back,Atalanta BC,Serie A
1322,Leonardo,Mendicino,Defensive Midfield,Atalanta BC,Serie A
1323,Ibrahim,Sulemana,Defensive Midfield,Atalanta BC,Serie A
1324,Berat,Djimsiti,Centre-Back,Atalanta BC,Serie A
1325,Odilon,Kossounou,Centre-Back,Atalanta BC,Serie A
1326,Isak,Hien,Centre-Back,Atalanta BC,Serie A
1327,Giorgio,Scalvini,Centre-Back,Atalanta BC,Serie A
1328,Matteo,Ruggeri,Left Midfield,Atalanta BC,Serie A
1329,Brandon,Soppy,Right-Back,Atalanta BC,Serie A
1330,Lazar,Samardzic,Central Midfield,Atalanta BC,Serie A
1331,Lukasz,Skorupski,Goalkeeper,Bologna FC 1909,Serie A
1332,Federico,Ravaglia,Goalkeeper,Bologna FC 1909,Serie A
1333,Nicola,Bagnolini,Goalkeeper,Bologna FC 1909,Serie A
1334,Wisdom,Amey,Defence,Bologna FC 1909,Serie A
1335,Lorenzo,Menegazzo,Midfield,Bologna FC 1909,Serie A
1336,Nicolo,Cambiaghi,Offence,Bologna FC 1909,Serie A
1337,Samuel,Iling-Junior,Offence,Bologna FC 1909,Serie A
1338,Andrea,Mazia,Offence,Bologna FC 1909,Serie A
1339,Martin,Erlic,Centre-Back,Bologna FC 1909,Serie A
1340,Nicolo,Casale,Centre-Back,Bologna FC 1909,Serie A
1341,Sam,Beukema,Centre-Back,Bologna FC 1909,Serie A
1342,Lewis,Ferguson,Attacking Midfield,Bologna FC 1909,Serie A
1343,Juan,Miranda,Left-Back,Bologna FC 1909,Serie A
1344,Jesper,Karlsson,Left Winger,Bologna FC 1909,Serie A
1345,Nikola,Moro,Defensive Midfield,Bologna FC 1909,Serie A
1346,Jhon,Lucumi,Centre-Back,Bologna FC 1909,Serie A
1347,Michel,Aebischer,Central Midfield,Bologna FC 1909,Serie A
1348,Thijs,Dallinga,Centre-Forward,Bologna FC 1909,Serie A
1349,Lorenzo,De Silvestri,Right-Back,Bologna FC 1909,Serie A
1350,Jens,Odgaard,Centre-Forward,Bologna FC 1909,Serie A
1351,Babis,Lykogiannis,Left-Back,Bologna FC 1909,Serie A
1352,Riccardo,Orsolini,Right Winger,Bologna FC 1909,Serie A
1353,Remo,Freuler,Central Midfield,Bologna FC 1909,Serie A
1354,Stefan,Posch,Right-Back,Bologna FC 1909,Serie A
1355,Saer,Diop,Centre-Back,Bologna FC 1909,Serie A
1356,Naim,Byar,Central Midfield,Bologna FC 1909,Serie A
1357,Tommaso,Ravaglioli,Centre-Forward,Bologna FC 1909,Serie A
1358,Tommaso,Corazza,Left-Back,Bologna FC 1909,Serie A
1359,Benjamin,Dominguez,Left Winger,Bologna FC 1909,Serie A
1360,Oussama,El Azzouzi,Defensive Midfield,Bologna FC 1909,Serie A
1361,Giovanni,Fabbian,Central Midfield,Bologna FC 1909,Serie A
1362,Santiago,Castro,Centre-Forward,Bologna FC 1909,Serie A
1363,Kacper,Urbanski,Central Midfield,Bologna FC 1909,Serie A
1364,Niklas,Pyyhtia,Central Midfield,Bologna FC 1909,Serie A
1365,Emil,Holm,Right Midfield,Bologna FC 1909,Serie A
1366,Tommaso,Pobega,Central Midfield,Bologna FC 1909,Serie A
1367,Dan,Ndoye,Right Winger,Bologna FC 1909,Serie A
1368,Simone,Scuffet,Goalkeeper,Cagliari Calcio,Serie A
1369,Giuseppe,Ciocci,Goalkeeper,Cagliari Calcio,Serie A
1370,Alen,Sherri,Goalkeeper,Cagliari Calcio,Serie A
1371,Velizar,Iliev,Goalkeeper,Cagliari Calcio,Serie A
1372,Jose,Palomino,Defence,Cagliari Calcio,Serie A
1373,Andrea,Cogoni,Defence,Cagliari Calcio,Serie A
1374,Gianluca,Contini,Offence,Cagliari Calcio,Serie A
1375,Zito,Luvumbo,Offence,Cagliari Calcio,Serie A
1376,Roberto,Piccoli,Centre-Forward,Cagliari Calcio,Serie A
1377,Gianluca,Gaetano,Attacking Midfield,Cagliari Calcio,Serie A
1378,Paulo,Dentello,Left-Back,Cagliari Calcio,Serie A
1379,Antoine,Makoumbou,Defensive Midfield,Cagliari Calcio,Serie A
1380,Mateusz,Wieteska,Centre-Back,Cagliari Calcio,Serie A
1381,Razvan,Marin,Defensive Midfield,Cagliari Calcio,Serie A
1382,Gaston,Pereiro,Attacking Midfield,Cagliari Calcio,Serie A
1383,Yerry,Mina,Centre-Back,Cagliari Calcio,Serie A
1384,Tommaso,Augello,Left-Back,Cagliari Calcio,Serie A
1385,Sebastiano,Luperto,Centre-Back,Cagliari Calcio,Serie A
1386,Nicolas,Viola,Central Midfield,Cagliari Calcio,Serie A
1387,Jakub,Jankto,Left Midfield,Cagliari Calcio,Serie A
1388,Gianluca,Lapadula,Centre-Forward,Cagliari Calcio,Serie A
1389,Leonardo,Pavoletti,Centre-Forward,Cagliari Calcio,Serie A
1390,Alessandro,Deiola,Central Midfield,Cagliari Calcio,Serie A
1391,Alessandro,Vinciguerra,Centre-Forward,Cagliari Calcio,Serie A
1392,Kingstone,Mutandwa,Centre-Forward,Cagliari Calcio,Serie A
1393,Michel,Adopo,Central Midfield,Cagliari Calcio,Serie A
1394,Adam,Obert,Centre-Back,Cagliari Calcio,Serie A
1395,Matteo,Prati,Defensive Midfield,Cagliari Calcio,Serie A
1396,Nadir,Zortea,Right Midfield,Cagliari Calcio,Serie A
1397,Gabriele,Zappa,Right-Back,Cagliari Calcio,Serie A
1398,Mattia,Felici,Left Winger,Cagliari Calcio,Serie A
1399,Pierluigi,Gollini,Goalkeeper,Genoa CFC,Serie A
1400,Nicola,Leali,Goalkeeper,Genoa CFC,Serie A
1401,Daniele,Sommariva,Goalkeeper,Genoa CFC,Serie A
1402,Franz,Stolz,Goalkeeper,Genoa CFC,Serie A
1403,Honest,Ahanor,Defence,Genoa CFC,Serie A
1404,Ruslan,Malinovskiy,Midfield,Genoa CFC,Serie A
1405,Lior,Kasa,Midfield,Genoa CFC,Serie A
1406,Vitinha,,Offence,Genoa CFC,Serie A
1407,Jeff,Ekhator,Offence,Genoa CFC,Serie A
1408,Johan,Vasquez,Centre-Back,Genoa CFC,Serie A
1409,Emil,Bohinen,Defensive Midfield,Genoa CFC,Serie A
1410,Aaron,Martin,Left-Back,Genoa CFC,Serie A
1411,Morten,Frendrup,Central Midfield,Genoa CFC,Serie A
1412,Morten,Thorsby,Central Midfield,Genoa CFC,Serie A
1413,Caleb,Ekuban,Centre-Forward,Genoa CFC,Serie A
1414,Alessandro,Zanoli,Right-Back,Genoa CFC,Serie A
1415,Stefano,Sabelli,Right-Back,Genoa CFC,Serie A
1416,Andrea,Pinamonti,Centre-Forward,Genoa CFC,Serie A
1417,Mattia,Bani,Centre-Back,Genoa CFC,Serie A
1418,Filippo,Melegoni,Central Midfield,Genoa CFC,Serie A
1419,Milan,Badelj,Defensive Midfield,Genoa CFC,Serie A
1420,David,Ankeye,Centre-Forward,Genoa CFC,Serie A
1421,Federico,Accornero,Left Winger,Genoa CFC,Serie A
1422,Alan,Matturro,Centre-Back,Genoa CFC,Serie A
1423,Alessandro,Marcandalli,Centre-Back,Genoa CFC,Serie A
1424,Brooke,Norton-Cuffy,Right-Back,Genoa CFC,Serie A
1425,Fabio,Miretti,Central Midfield,Genoa CFC,Serie A
1426,Koni,De Winter,Centre-Back,Genoa CFC,Serie A
1427,Patrizio,Masini,Central Midfield,Genoa CFC,Serie A
1428,Junior,Messias,Right Winger,Genoa CFC,Serie A
1429,Alessandro,Vogliacco,Centre-Back,Genoa CFC,Serie A
1430,Ionuț,Radu,Goalkeeper,FC Internazionale Milano,Serie A
1431,Raffaele,Di Gennaro,Goalkeeper,FC Internazionale Milano,Serie A
1432,Yann,Sommer,Goalkeeper,FC Internazionale Milano,Serie A
1433,Josep,Martinez,Goalkeeper,FC Internazionale Milano,Serie A
1434,Alessandro,Calligaris,Goalkeeper,FC Internazionale Milano,Serie A
1435,Carlos,Augusto Lobaton,Defence,FC Internazionale Milano,Serie A
1436,Jacopo,Gianelli,Midfield,FC Internazionale Milano,Serie A
1437,Joaquin,Correa,Offence,FC Internazionale Milano,Serie A
1438,Kristjan,Asllani,Defensive Midfield,FC Internazionale Milano,Serie A
1439,Tiago,Palacios,Centre-Back,FC Internazionale Milano,Serie A
1440,Tajon,Buchanan,Right Midfield,FC Internazionale Milano,Serie A
1441,Federico,Dimarco,Left-Back,FC Internazionale Milano,Serie A
1442,Marcus,Thuram-Ulien,Centre-Forward,FC Internazionale Milano,Serie A
1443,Marko,Arnautovic,Centre-Forward,FC Internazionale Milano,Serie A
1444,Matteo,Darmian,Right-Back,FC Internazionale Milano,Serie A
1445,Henrikh,Mkhitaryan,Central Midfield,FC Internazionale Milano,Serie A
1446,Denzel,Dumfries,Right Midfield,FC Internazionale Milano,Serie A
1447,Mehdi,Taremi,Centre-Forward,FC Internazionale Milano,Serie A
1448,Benjamin,Pavard,Centre-Back,FC Internazionale Milano,Serie A
1449,Lautaro,Martinez,Centre-Forward,FC Internazionale Milano,Serie A
1450,Davide,Frattesi,Central Midfield,FC Internazionale Milano,Serie A
1451,Francesco,Acerbi,Centre-Back,FC Internazionale Milano,Serie A
1452,Piotr,Zielinski,Central Midfield,FC Internazionale Milano,Serie A
1453,Stefan,de Vrij,Centre-Back,FC Internazionale Milano,Serie A
1454,Nicolo,Barella,Central Midfield,FC Internazionale Milano,Serie A
1455,Alessandro,Bastoni,Centre-Back,FC Internazionale Milano,Serie A
1456,Hakan,Calhanoglu,Defensive Midfield,FC Internazionale Milano,Serie A
1457,Yann,Aurel Bisseck,Centre-Back,FC Internazionale Milano,Serie A
1458,Mattia,Perin,Goalkeeper,Juventus FC,Serie A
1459,Carlo,Pinsoglio,Goalkeeper,Juventus FC,Serie A
1460,Michele,Di Gregorio,Goalkeeper,Juventus FC,Serie A
1461,Vasilije,Adzic,Midfield,Juventus FC,Serie A
1462,Nicolo,Ledonne,Midfield,Juventus FC,Serie A
1463,Kenan,Yildiz,Offence,Juventus FC,Serie A
1464,Lorenzo,Anghele,Offence,Juventus FC,Serie A
1465,Jonas,Rouhi,Left-Back,Juventus FC,Serie A
1466,Samuel,Mbangula,Left Winger,Juventus FC,Serie A
1467,Nicolo,Savona,Right-Back,Juventus FC,Serie A
1468,Federico,Gatti,Centre-Back,Juventus FC,Serie A
1469,Francisco,Conceicao,Right Winger,Juventus FC,Serie A
1470,Pierre,Kalulu,Centre-Back,Juventus FC,Serie A
1471,Andrea,Cambiaso,Left-Back,Juventus FC,Serie A
1472,Juan,Cabal,Left-Back,Juventus FC,Serie A
1473,Khephren,Thuram-Ulie,Central Midfield,Juventus FC,Serie A
1474,Nicolo,Fagioli,Central Midfield,Juventus FC,Serie A
1475,Dusan,Vlahovic,Centre-Forward,Juventus FC,Serie A
1476,Nicolas,Gonzalez,Right Winger,Juventus FC,Serie A
1477,Douglas,Luiz,Central Midfield,Juventus FC,Serie A
1478,Tim,Weah,Right Midfield,Juventus FC,Serie A
1479,Danilo,,Centre-Back,Juventus FC,Serie A
1480,Teun,Koopmeiners,Attacking Midfield,Juventus FC,Serie A
1481,Weston,McKennie,Central Midfield,Juventus FC,Serie A
1482,Paul,Pogba,Central Midfield,Juventus FC,Serie A
1483,Arkadiusz,Milik,Centre-Forward,Juventus FC,Serie A
1484,Manuel,Locatelli,Defensive Midfield,Juventus FC,Serie A
1485,Arthur,,Defensive Midfield,Juventus FC,Serie A
1486,Gleison,Bremer,Centre-Back,Juventus FC,Serie A
1487,Ivan,Provedel,Goalkeeper,SS Lazio,Serie A
1488,Christos,Mandas,Goalkeeper,SS Lazio,Serie A
1489,Alessio,Furlanetto,Goalkeeper,SS Lazio,Serie A
1490,Jean-Daniel,Akpa-Akpro,Midfield,SS Lazio,Serie A
1491,Cristo,Munoz,Midfield,SS Lazio,Serie A
1492,Valentin,Castellanos,Centre-Forward,SS Lazio,Serie A
1493,Toma,Basic,Central Midfield,SS Lazio,Serie A
1494,Samuel,Gigot,Centre-Back,SS Lazio,Serie A
1495,Pedro,,Right Winger,SS Lazio,Serie A
1496,Gaetano,Castrovilli,Central Midfield,SS Lazio,Serie A
1497,Manuel,Lazzari,Right Midfield,SS Lazio,Serie A
1498,Mattia,Zaccagni,Left Winger,SS Lazio,Serie A
1499,Elseid,Hysaj,Right-Back,SS Lazio,Serie A
1500,Adam,Marusic,Right-Back,SS Lazio,Serie A
1501,Patric,,Centre-Back,SS Lazio,Serie A
1502,Matias,Vecino,Central Midfield,SS Lazio,Serie A
1503,Luca,Pellegrini,Left-Back,SS Lazio,Serie A
1504,Alessio,Romagnoli,Centre-Back,SS Lazio,Serie A
1505,Mattéo,Guendouzi,Central Midfield,SS Lazio,Serie A
1506,Alessandro,Milani,Left-Back,SS Lazio,Serie A
1507,Diego,Gonzalez,Right Winger,SS Lazio,Serie A
1508,Gila,,Centre-Back,SS Lazio,Serie A
1509,Tijjani,Noslin,Right Winger,SS Lazio,Serie A
1510,Loum,Tchaouna,Right Winger,SS Lazio,Serie A
1511,Fisayo,Dele-Bashiru,Attacking Midfield,SS Lazio,Serie A
1512,Gustav,Isaksen,Right Winger,SS Lazio,Serie A
1513,Nicolo,Rovella,Defensive Midfield,SS Lazio,Serie A
1514,Boulaye,Dia,Centre-Forward,SS Lazio,Serie A
1515,Anderson,Lima,Attacking Midfield,SS Lazio,Serie A
1516,Nuno,Tavares,Left-Back,SS Lazio,Serie A
1517,Leandro,Chichizola,Goalkeeper,Parma Calcio 1913,Serie A
1518,Zion,Suzuki,Goalkeeper,Parma Calcio 1913,Serie A
1519,Edoardo,Corvi,Goalkeeper,Parma Calcio 1913,Serie A
1520,Manuel,Moretta,Goalkeeper,Parma Calcio 1913,Serie A
1521,Daniele,Iacoponi,Offence,Parma Calcio 1913,Serie A
1522,Mateusz,Kowalski,Offence,Parma Calcio 1913,Serie A
1523,Adrian,Benedyczak,Left Winger,Parma Calcio 1913,Serie A
1524,Simon,Sohm,Central Midfield,Parma Calcio 1913,Serie A
1525,Lautaro,Valenti,Centre-Back,Parma Calcio 1913,Serie A
1526,Drissa,Camara,Central Midfield,Parma Calcio 1913,Serie A
1527,Adrian,Bernabe,Central Midfield,Parma Calcio 1913,Serie A
1528,Nahuel,Estevez,Defensive Midfield,Parma Calcio 1913,Serie A
1529,Emanuele,Valeri,Left-Back,Parma Calcio 1913,Serie A
1530,Valentin,Mihaila,Left Winger,Parma Calcio 1913,Serie A
1531,Pontus,Almqvist,Right Winger,Parma Calcio 1913,Serie A
1532,Yordan,Osorio,Centre-Back,Parma Calcio 1913,Serie A
1533,Dennis,Man,Right Winger,Parma Calcio 1913,Serie A
1534,Hernani,,Central Midfield,Parma Calcio 1913,Serie A
1535,Wylan,Cyprien,Central Midfield,Parma Calcio 1913,Serie A
1536,Gianluca,Di Chiara,Left-Back,Parma Calcio 1913,Serie A
1537,Enrico,Del Prato,Right-Back,Parma Calcio 1913,Serie A
1538,Mohamed,Anas Haj,Right Winger,Parma Calcio 1913,Serie A
1539,Giovanni,Leoni,Centre-Back,Parma Calcio 1913,Serie A
1540,Nathan,Buayi-Kiala,Defensive Midfield,Parma Calcio 1913,Serie A
1541,Antoine,Hainaut,Central Midfield,Parma Calcio 1913,Serie A
1542,Alessandro,Circati,Centre-Back,Parma Calcio 1913,Serie A
1543,Mandela,Keita,Defensive Midfield,Parma Calcio 1913,Serie A
1544,Matteo,Cancellieri,Right Winger,Parma Calcio 1913,Serie A
1545,Ange-Yoan,Bonny,Centre-Forward,Parma Calcio 1913,Serie A
1546,Botond,Balogh,Centre-Back,Parma Calcio 1913,Serie A
1547,Woyo,Coulibaly,Right-Back,Parma Calcio 1913,Serie A
1548,Gabriel,Charpentier,Centre-Forward,Parma Calcio 1913,Serie A
1549,Alex,Meret,Goalkeeper,SSC Napoli,Serie A
1550,Nikita,Contini Baranovsky,Goalkeeper,SSC Napoli,Serie A
1551,Elia,Caprile,Goalkeeper,SSC Napoli,Serie A
1552,Claudio,Turi,Goalkeeper,SSC Napoli,Serie A
1553,Davide,Costanzo,Defence,SSC Napoli,Serie A
1554,Giacomo,Raspadori,Offence,SSC Napoli,Serie A
1555,Matija,Popovic,Attacking Midfield,SSC Napoli,Serie A
1556,Francesco,Gioielli,Defensive Midfield,SSC Napoli,Serie A
1557,Rafa,Marin,Centre-Back,SSC Napoli,Serie A
1558,Juan,Jesus,Centre-Back,SSC Napoli,Serie A
1559,Billy,Gilmour,Defensive Midfield,SSC Napoli,Serie A
1560,Khvicha,Kvaratskhelia,Left Winger,SSC Napoli,Serie A
1561,Cyril,Ngonge,Right Winger,SSC Napoli,Serie A
1562,Michael,Folorunsho,Central Midfield,SSC Napoli,Serie A
1563,Stanislav,Lobotka,Defensive Midfield,SSC Napoli,Serie A
1564,Mathias,Olivera,Left-Back,SSC Napoli,Serie A
1565,Amir,Rrahmani,Centre-Back,SSC Napoli,Serie A
1566,Andre,Zambo Anguissa,Central Midfield,SSC Napoli,Serie A
1567,Scott,McTominay,Central Midfield,SSC Napoli,Serie A
1568,David,Neres,Right Winger,SSC Napoli,Serie A
1569,Romelu,Lukaku,Centre-Forward,SSC Napoli,Serie A
1570,Giovanni,Di Lorenzo,Right-Back,SSC Napoli,Serie A
1571,Pasquale,Mazzocchi,Right-Back,SSC Napoli,Serie A
1572,Alessandro,Buongiorno,Centre-Back,SSC Napoli,Serie A
1573,Matteo,Politano,Right Winger,SSC Napoli,Serie A
1574,Alessio,Zerbin,Left Winger,SSC Napoli,Serie A
1575,Mario,Rui,Left-Back,SSC Napoli,Serie A
1576,Leonardo,Spinazzola,Left-Back,SSC Napoli,Serie A
1577,Giovanni,Simeone,Centre-Forward,SSC Napoli,Serie A
1578,Daniele,Padelli,Goalkeeper,Udinese Calcio,Serie A
1579,Maduka,Okoye,Goalkeeper,Udinese Calcio,Serie A
1580,Razvan,Sava,Goalkeeper,Udinese Calcio,Serie A
1581,Edoardo,Piana,Goalkeeper,Udinese Calcio,Serie A
1582,Martin,Payero,Central Midfield,Udinese Calcio,Serie A
1583,Lorenzo,Lucca,Centre-Forward,Udinese Calcio,Serie A
1584,Jesper,Karlström,Defensive Midfield,Udinese Calcio,Serie A
1585,Filip,Benkovic,Centre-Back,Udinese Calcio,Serie A
1586,Isaac,Success,Centre-Forward,Udinese Calcio,Serie A
1587,Sandi,Lovric,Central Midfield,Udinese Calcio,Serie A
1588,Gerard,Deulofeu,Centre-Forward,Udinese Calcio,Serie A
1589,Christian,Kabasele,Centre-Back,Udinese Calcio,Serie A
1590,Alexis,Sanchez,Centre-Forward,Udinese Calcio,Serie A
1591,Kingsley,Ehizibue,Right-Back,Udinese Calcio,Serie A
1592,Jurgen,Ekkelenkamp,Attacking Midfield,Udinese Calcio,Serie A
1593,Keinan,Davis,Centre-Forward,Udinese Calcio,Serie A
1594,Florian,Thauvin,Right Winger,Udinese Calcio,Serie A
1595,Brenner,,Centre-Forward,Udinese Calcio,Serie A
1596,Hassane,Kamara,Left-Back,Udinese Calcio,Serie A
1597,Enzo,Ebosse,Centre-Back,Udinese Calcio,Serie A
1598,Matteo,Palma,Centre-Back,Udinese Calcio,Serie A
1599,David,Pejicic,Attacking Midfield,Udinese Calcio,Serie A
1600,Arthur,Atta,Defensive Midfield,Udinese Calcio,Serie A
1601,James,Abankwah,Centre-Back,Udinese Calcio,Serie A
1602,Damian,Pizarro,Centre-Forward,Udinese Calcio,Serie A
1603,Iker,Bravo,Centre-Forward,Udinese Calcio,Serie A
1604,Axel,Guessand,Centre-Back,Udinese Calcio,Serie A
1605,Lautaro,Giannetti,Centre-Back,Udinese Calcio,Serie A
1606,Thomas,Kristensen,Centre-Back,Udinese Calcio,Serie A
1607,Rui,Modesto,Right Midfield,Udinese Calcio,Serie A
1608,Oier,Zarraga,Central Midfield,Udinese Calcio,Serie A
1609,Souleymane,Isaak Toure,Centre-Back,Udinese Calcio,Serie A
1610,Jordan,Zemura,Left-Back,Udinese Calcio,Serie A
1611,Jaka,Bijol,Centre-Back,Udinese Calcio,Serie A
1612,Federico,Brancolini,Goalkeeper,Empoli FC,Serie A
1613,Samuele,Perisan,Goalkeeper,Empoli FC,Serie A
1614,Valerio,Biagini,Goalkeeper,Empoli FC,Serie A
1615,Devis,Vasquez,Goalkeeper,Empoli FC,Serie A
1616,Jacopo,Seghetti,Goalkeeper,Empoli FC,Serie A
1617,Matteo,Fuscaldo,Goalkeeper,Empoli FC,Serie A
1618,Lorenzo,Tosto,Defence,Empoli FC,Serie A
1619,Miha,Trdan,Midfield,Empoli FC,Serie A
1620,Davide,Merola,Offence,Empoli FC,Serie A
1621,Emmanuel,Gyasi,Offence,Empoli FC,Serie A
1622,Bogdan,Popov,Offence,Empoli FC,Serie A
1623,Ismael,Konate,Offence,Empoli FC,Serie A
1624,Luca,Belardinelli,Central Midfield,Empoli FC,Serie A
1625,Youssef,Maleh,Central Midfield,Empoli FC,Serie A
1626,Ola,Solbakken,Right Winger,Empoli FC,Serie A
1627,Ardian,Ismajli,Centre-Back,Empoli FC,Serie A
1628,Szymon,Zurkowski,Central Midfield,Empoli FC,Serie A
1629,Pietro,Pellegri,Centre-Forward,Empoli FC,Serie A
1630,Junior,Sambia,Right-Back,Empoli FC,Serie A
1631,Liberato,Cacace,Left-Back,Empoli FC,Serie A
1632,Tyronne,Ebuehi,Right-Back,Empoli FC,Serie A
1633,Francesco,Caputo,Centre-Forward,Empoli FC,Serie A
1634,Liam,Henderson,Central Midfield,Empoli FC,Serie A
1635,Alberto,Grassi,Defensive Midfield,Empoli FC,Serie A
1636,Giuseppe,Pezzella,Left-Back,Empoli FC,Serie A
1637,Mattia,De Sciglio,Right-Back,Empoli FC,Serie A
1638,Nicolas,Haas,Central Midfield,Empoli FC,Serie A
1639,Saba,Goglichidze,Centre-Back,Empoli FC,Serie A
1640,Luca,Marianucci,Centre-Back,Empoli FC,Serie A
1641,Jacopo,Fazzini,Central Midfield,Empoli FC,Serie A
1642,Emmanuel,Ekong,Right Winger,Empoli FC,Serie A
1643,Saba,Sazonov,Centre-Back,Empoli FC,Serie A
1644,Lorenzo,Colombo,Centre-Forward,Empoli FC,Serie A
1645,Mattia,Viti,Centre-Back,Empoli FC,Serie A
1646,Faustino,Anjorin,Attacking Midfield,Empoli FC,Serie A
1647,Sebastiano,Esposito,Centre-Forward,Empoli FC,Serie A
1648,Alessandro,Berardi,Goalkeeper,Hellas Verona FC,Serie A
1649,Lorenzo,Montipo,Goalkeeper,Hellas Verona FC,Serie A
1650,Simone,Perilli,Goalkeeper,Hellas Verona FC,Serie A
1651,Giacomo,Toniolo,Goalkeeper,Hellas Verona FC,Serie A
1652,Federico,Magro,Goalkeeper,Hellas Verona FC,Serie A
1653,Pawel,Dawidowicz,Defence,Hellas Verona FC,Serie A
1654,Bruno,Conti,Midfield,Hellas Verona FC,Serie A
1655,Juan,Cruz,Offence,Hellas Verona FC,Serie A
1656,Jackson,Tchatchoua,Offence,Hellas Verona FC,Serie A
1657,Tomas,Suslov,Attacking Midfield,Hellas Verona FC,Serie A
1658,Casper,Tengstedt,Centre-Forward,Hellas Verona FC,Serie A
1659,Faride,Alidou,Left Winger,Hellas Verona FC,Serie A
1660,Amin,Sarr,Centre-Forward,Hellas Verona FC,Serie A
1661,Flavius,Daniliuc,Centre-Back,Hellas Verona FC,Serie A
1662,Domagoj,Bradaric,Left-Back,Hellas Verona FC,Serie A
1663,Martin,Frese,Left-Back,Hellas Verona FC,Serie A
